The document id, The normalized weight of the word in the document
303.html, 0.022
307.html, 0.067
309.html, 0.021
318.html, 0.069
319.html, 0.142
323.html, 0.038
325.html, 0.269
326.html, 0.042
330.html, 0.166
333.html, 0.038
334.html, 0.051
382.html, 0.028
383.html, 0.024
002.html, 0.164
019.html, 0.066
027.html, 0.086
028.html, 0.052
043.html, 0.019
058.html, 0.072
076.html, 0.065
115.html, 0.136
118.html, 0.023
119.html, 0.037
139.html, 0.105
141.html, 0.060
195.html, 0.113
222.html, 0.038
223.html, 0.046
225.html, 0.250
260.html, 0.025
273.html, 0.064
311.html, 0.034
338.html, 0.007
339.html, 0.008
348.html, 0.008
363.html, 0.018
375.html, 0.008
377.html, 0.008
380.html, 0.024
381.html, 0.020
382.html, 0.044
383.html, 0.037
385.html, 0.028
446.html, 0.160
002.html, 0.073
007.html, 0.031
009.html, 0.045
019.html, 0.025
026.html, 0.082
028.html, 0.081
043.html, 0.030
119.html, 0.057
137.html, 0.034
249.html, 0.026
252.html, 0.053
289.html, 0.024
307.html, 0.027
326.html, 0.051
342.html, 0.012
348.html, 0.013
369.html, 0.012
377.html, 0.013
394.html, 0.053
423.html, 0.070
236.html, 0.382
433.html, 0.015
435.html, 0.018
436.html, 0.023
002.html, 0.136
043.html, 0.038
091.html, 0.153
118.html, 0.044
323.html, 0.057
360.html, 0.015
363.html, 0.017
369.html, 0.015
376.html, 0.015
380.html, 0.046
381.html, 0.078
382.html, 0.043
383.html, 0.036
390.html, 0.087
393.html, 0.104
394.html, 0.066
052.html, 0.380
240.html, 0.100
279.html, 0.084
281.html, 0.117
298.html, 0.058
299.html, 0.125
331.html, 0.092
338.html, 0.032
363.html, 0.278
375.html, 0.037
376.html, 0.104
377.html, 0.253
434.html, 0.010
435.html, 0.010
359.html, 0.242
369.html, 0.477
433.html, 0.061
007.html, 0.039
133.html, 0.141
181.html, 0.164
248.html, 0.229
290.html, 0.178
299.html, 0.109
310.html, 0.123
398.html, 0.074
401.html, 0.073
429.html, 0.073
431.html, 0.072
433.html, 0.008
434.html, 0.009
435.html, 0.009
436.html, 0.012
437.html, 0.011
437.html, 0.086
433.html, 0.049
434.html, 0.087
435.html, 0.088
436.html, 0.019
437.html, 0.035
307.html, 0.538
434.html, 0.048
435.html, 0.024
436.html, 0.031
005.html, 0.613
399.html, 0.391
400.html, 0.396
402.html, 0.383
404.html, 0.380
406.html, 0.380
409.html, 0.380
411.html, 0.391
430.html, 0.380
432.html, 0.378
298.html, 4.043
306.html, 2.395
351.html, 0.197
181.html, 0.218
433.html, 0.031
281.html, 0.411
284.html, 0.626
435.html, 0.073
361.html, 0.245
340.html, 0.020
343.html, 0.025
344.html, 0.019
345.html, 0.020
356.html, 0.048
357.html, 0.045
358.html, 0.020
360.html, 0.018
364.html, 0.015
365.html, 0.018
370.html, 0.017
375.html, 0.020
376.html, 0.019
345.html, 0.259
361.html, 0.082
364.html, 0.065
365.html, 0.076
137.html, 0.229
298.html, 0.135
395.html, 0.422
043.html, 0.134
112.html, 1.148
326.html, 0.339
043.html, 0.025
104.html, 0.629
174.html, 0.376
179.html, 0.092
266.html, 0.144
288.html, 0.440
348.html, 0.032
359.html, 0.030
043.html, 0.201
351.html, 0.197
338.html, 0.221
026.html, 3.298
298.html, 0.101
303.html, 0.131
316.html, 0.547
354.html, 0.255
338.html, 0.015
339.html, 0.018
341.html, 0.089
343.html, 0.021
358.html, 0.052
359.html, 0.016
360.html, 0.016
362.html, 0.021
364.html, 0.013
365.html, 0.015
367.html, 0.065
368.html, 0.019
369.html, 0.016
372.html, 0.036
374.html, 0.118
336.html, 1.098
373.html, 0.243
109.html, 2.113
137.html, 0.098
152.html, 0.077
377.html, 0.036
396.html, 0.334
433.html, 0.009
435.html, 0.010
376.html, 0.243
365.html, 0.229
109.html, 9.863
341.html, 0.266
435.html, 0.073
342.html, 0.246
364.html, 0.194
362.html, 0.103
365.html, 0.076
375.html, 0.085
337.html, 0.017
340.html, 0.019
341.html, 0.030
342.html, 0.009
344.html, 0.019
346.html, 0.025
347.html, 0.031
349.html, 0.036
351.html, 0.022
352.html, 0.038
353.html, 0.012
355.html, 0.009
358.html, 0.048
360.html, 0.009
363.html, 0.021
364.html, 0.007
365.html, 0.017
366.html, 0.049
367.html, 0.024
368.html, 0.010
370.html, 0.008
372.html, 0.020
373.html, 0.009
374.html, 0.052
375.html, 0.028
376.html, 0.009
377.html, 0.028
340.html, 0.052
349.html, 0.097
367.html, 0.065
368.html, 0.056
369.html, 0.048
352.html, 0.113
361.html, 0.163
376.html, 0.081
369.html, 0.477
336.html, 0.549
363.html, 0.139
365.html, 0.229
339.html, 0.132
363.html, 0.278
347.html, 0.276
371.html, 0.312
354.html, 0.255
373.html, 0.243
371.html, 0.156
373.html, 0.122
373.html, 0.243
346.html, 0.114
369.html, 0.119
370.html, 0.224
363.html, 0.278
363.html, 0.278
227.html, 88.765
185.html, 4.931
433.html, 0.031
434.html, 0.036
234.html, 0.733
340.html, 0.259
357.html, 0.581
338.html, 0.111
369.html, 0.119
351.html, 0.098
353.html, 0.157
353.html, 0.157
360.html, 0.118
043.html, 0.004
274.html, 0.040
281.html, 0.035
303.html, 0.011
307.html, 0.011
320.html, 0.117
336.html, 0.047
337.html, 0.020
338.html, 0.028
339.html, 0.022
340.html, 0.017
341.html, 0.023
342.html, 0.005
343.html, 0.034
344.html, 0.048
345.html, 0.044
346.html, 0.049
347.html, 0.023
348.html, 0.005
349.html, 0.010
350.html, 0.035
351.html, 0.017
352.html, 0.036
354.html, 0.103
355.html, 0.011
357.html, 0.012
358.html, 0.022
359.html, 0.021
360.html, 0.020
361.html, 0.005
362.html, 0.040
363.html, 0.018
364.html, 0.021
365.html, 0.034
367.html, 0.042
368.html, 0.036
369.html, 0.005
370.html, 0.033
372.html, 0.069
373.html, 0.047
374.html, 0.015
375.html, 0.038
377.html, 0.011
433.html, 0.003
434.html, 0.002
435.html, 0.002
437.html, 0.002
364.html, 0.194
359.html, 0.121
370.html, 0.112
370.html, 0.224
475.html, 3.288
345.html, 0.259
358.html, 0.129
009.html, 0.447
289.html, 0.241
346.html, 0.029
353.html, 0.078
355.html, 0.062
360.html, 0.030
364.html, 0.024
369.html, 0.030
376.html, 0.030
377.html, 0.032
338.html, 0.074
342.html, 0.082
347.html, 0.092
211.html, 1.048
213.html, 1.209
434.html, 0.018
435.html, 0.018
360.html, 0.236
152.html, 0.108
175.html, 1.306
380.html, 0.147
397.html, 0.157
433.html, 0.012
433.html, 0.025
434.html, 0.015
435.html, 0.015
436.html, 0.019
437.html, 0.035
276.html, 1.206
433.html, 0.012
434.html, 0.015
435.html, 0.015
436.html, 0.019
437.html, 0.017
260.html, 0.787
067.html, 0.724
181.html, 0.087
309.html, 0.101
310.html, 0.197
323.html, 0.181
360.html, 0.079
368.html, 0.186
376.html, 0.081
308.html, 0.747
276.html, 0.302
331.html, 0.160
412.html, 0.290
414.html, 0.287
333.html, 0.454
462.html, 0.254
492.html, 0.729
498.html, 0.400
108.html, 5.240
002.html, 0.013
007.html, 0.032
010.html, 0.059
043.html, 0.003
050.html, 0.050
076.html, 0.103
091.html, 0.042
108.html, 0.181
115.html, 0.583
118.html, 0.012
122.html, 0.425
154.html, 0.029
179.html, 0.013
223.html, 0.024
232.html, 0.037
240.html, 0.012
243.html, 0.011
248.html, 0.063
267.html, 0.020
269.html, 0.013
270.html, 0.032
282.html, 0.025
287.html, 0.032
331.html, 0.011
333.html, 0.008
336.html, 0.019
337.html, 0.008
341.html, 0.005
342.html, 0.004
343.html, 0.006
344.html, 0.004
345.html, 0.009
346.html, 0.004
347.html, 0.005
350.html, 0.029
352.html, 0.006
353.html, 0.005
355.html, 0.004
356.html, 0.011
357.html, 0.010
362.html, 0.005
366.html, 0.023
367.html, 0.006
368.html, 0.005
370.html, 0.004
372.html, 0.005
381.html, 0.065
382.html, 0.035
387.html, 0.029
389.html, 0.031
390.html, 0.012
391.html, 0.022
392.html, 0.071
394.html, 0.037
408.html, 0.030
427.html, 0.028
445.html, 0.023
446.html, 0.029
076.html, 1.000
002.html, 0.015
008.html, 0.089
021.html, 0.086
027.html, 0.011
037.html, 0.048
040.html, 0.033
041.html, 0.095
043.html, 0.012
058.html, 0.090
076.html, 0.180
083.html, 0.144
085.html, 0.290
088.html, 0.248
091.html, 0.049
115.html, 0.085
126.html, 0.112
152.html, 0.011
170.html, 0.428
223.html, 0.028
232.html, 0.043
240.html, 0.042
244.html, 0.043
249.html, 0.052
254.html, 0.035
256.html, 0.056
258.html, 0.021
259.html, 0.039
260.html, 0.063
267.html, 0.071
270.html, 0.038
273.html, 0.039
275.html, 0.047
280.html, 0.049
282.html, 0.020
289.html, 0.019
302.html, 0.051
323.html, 0.018
333.html, 0.027
338.html, 0.013
375.html, 0.005
381.html, 0.603
382.html, 0.518
385.html, 0.017
389.html, 0.036
391.html, 0.261
392.html, 1.109
394.html, 0.532
397.html, 0.157
408.html, 0.035
427.html, 0.033
434.html, 0.036
435.html, 0.037
368.html, 0.279
364.html, 0.097
373.html, 0.122
364.html, 0.581
137.html, 0.343
279.html, 0.585
348.html, 0.255
359.html, 0.242
279.html, 0.195
284.html, 0.417
355.html, 0.165
355.html, 0.247
369.html, 0.239
365.html, 0.229
299.html, 0.875
351.html, 0.197
009.html, 0.064
196.html, 0.486
281.html, 0.059
284.html, 0.089
298.html, 0.029
301.html, 0.080
321.html, 0.174
364.html, 0.014
403.html, 0.082
405.html, 0.082
407.html, 0.081
410.html, 0.082
412.html, 0.083
414.html, 0.082
373.html, 0.487
252.html, 0.350
351.html, 0.066
354.html, 0.085
336.html, 0.048
338.html, 0.010
341.html, 0.046
342.html, 0.011
345.html, 0.011
346.html, 0.010
348.html, 0.033
351.html, 0.009
352.html, 0.015
353.html, 0.014
354.html, 0.011
356.html, 0.027
358.html, 0.022
359.html, 0.042
362.html, 0.013
364.html, 0.008
365.html, 0.070
366.html, 0.057
367.html, 0.014
368.html, 0.012
370.html, 0.010
371.html, 0.014
375.html, 0.022
338.html, 0.044
344.html, 0.050
355.html, 0.049
364.html, 0.039
370.html, 0.045
001.html, 0.051
002.html, 0.033
150.html, 0.077
397.html, 0.036
398.html, 0.054
399.html, 0.160
400.html, 0.162
401.html, 0.053
403.html, 0.052
405.html, 0.052
407.html, 0.052
410.html, 0.052
412.html, 0.053
414.html, 0.052
416.html, 0.052
418.html, 0.052
421.html, 0.051
425.html, 0.051
429.html, 0.053
430.html, 0.156
431.html, 0.052
432.html, 0.154
207.html, 1.973
346.html, 0.057
351.html, 0.049
361.html, 0.061
372.html, 0.068
344.html, 0.250
356.html, 0.620
338.html, 0.032
341.html, 0.038
347.html, 0.039
360.html, 0.068
368.html, 0.040
369.html, 0.068
376.html, 0.035
043.html, 0.067
320.html, 0.916
321.html, 0.810
354.html, 0.255
371.html, 0.623
436.html, 0.093
029.html, 0.366
043.html, 0.033
101.html, 0.222
196.html, 1.133
352.html, 0.056
364.html, 0.032
369.html, 0.239
326.html, 4.073
323.html, 0.906
001.html, 0.141
421.html, 0.141
425.html, 0.142
433.html, 0.015
434.html, 0.009
435.html, 0.009
436.html, 0.012
437.html, 0.011
433.html, 0.061
437.html, 0.086
399.html, 0.234
400.html, 0.238
402.html, 0.230
404.html, 0.228
406.html, 0.228
409.html, 0.228
411.html, 0.234
413.html, 0.234
415.html, 0.227
417.html, 0.227
417.html, 0.227
422.html, 0.228
424.html, 0.230
430.html, 0.228
432.html, 0.227
355.html, 0.124
367.html, 0.163
346.html, 0.114
372.html, 0.407
348.html, 0.255
435.html, 0.037
452.html, 6.797
364.html, 0.194
346.html, 0.228
364.html, 0.194
376.html, 0.122
433.html, 0.061
347.html, 0.276
360.html, 0.118
372.html, 0.136
371.html, 0.312
354.html, 0.255
365.html, 0.229
348.html, 0.255
338.html, 0.221
344.html, 0.250
298.html, 0.404
303.html, 0.263
307.html, 0.538
309.html, 0.253
310.html, 0.246
359.html, 0.242
337.html, 0.154
343.html, 0.107
353.html, 0.105
372.html, 0.271
369.html, 0.119
372.html, 0.407
364.html, 0.065
375.html, 0.171
377.html, 0.084
369.html, 0.239
360.html, 0.236
436.html, 0.047
494.html, 3.699
268.html, 1.612
274.html, 0.931
367.html, 0.327
348.html, 0.064
359.html, 0.060
368.html, 0.070
370.html, 0.056
365.html, 0.229
347.html, 0.039
348.html, 0.036
351.html, 0.028
353.html, 0.045
364.html, 0.028
365.html, 0.033
368.html, 0.040
343.html, 0.322
365.html, 0.229
360.html, 0.236
347.html, 0.276
337.html, 0.092
339.html, 0.053
372.html, 0.109
375.html, 0.051
377.html, 0.051
355.html, 0.247
358.html, 0.258
342.html, 0.246
375.html, 0.256
355.html, 0.124
365.html, 0.229
351.html, 0.197
343.html, 0.322
001.html, 0.125
407.html, 0.126
410.html, 0.128
412.html, 0.129
414.html, 0.128
416.html, 0.127
418.html, 0.127
421.html, 0.125
425.html, 0.126
370.html, 0.224
333.html, 0.091
433.html, 0.025
434.html, 0.015
435.html, 0.029
437.html, 0.017
398.html, 0.148
401.html, 0.145
403.html, 0.143
405.html, 0.144
407.html, 0.142
410.html, 0.144
412.html, 0.145
414.html, 0.144
216.html, 1.633
286.html, 0.296
331.html, 0.160
435.html, 0.018
309.html, 0.507
331.html, 0.642
377.html, 0.253
398.html, 0.295
401.html, 0.290
429.html, 0.291
431.html, 0.287
289.html, 0.965
329.html, 3.298
363.html, 0.278
365.html, 0.229
339.html, 0.263
352.html, 0.339
019.html, 0.169
344.html, 0.083
348.html, 0.085
022.html, 0.965
433.html, 0.015
434.html, 0.018
436.html, 0.023
437.html, 0.022
351.html, 0.197
005.html, 0.051
114.html, 0.251
124.html, 0.187
152.html, 0.045
282.html, 0.041
330.html, 0.333
383.html, 0.048
433.html, 0.113
434.html, 0.060
435.html, 0.086
436.html, 0.085
437.html, 0.058
147.html, 0.560
156.html, 0.427
147.html, 0.280
433.html, 0.015
434.html, 0.018
435.html, 0.018
433.html, 0.020
434.html, 0.024
435.html, 0.024
240.html, 0.699
352.html, 0.339
375.html, 0.256
372.html, 0.271
042.html, 0.172
043.html, 0.017
146.html, 0.088
156.html, 0.213
282.html, 0.041
286.html, 0.099
365.html, 0.019
433.html, 0.036
434.html, 0.036
435.html, 0.024
436.html, 0.054
437.html, 0.029
359.html, 0.242
304.html, 0.494
372.html, 0.543
437.html, 0.086
001.html, 0.225
416.html, 0.229
418.html, 0.229
421.html, 0.226
425.html, 0.227
433.html, 0.012
434.html, 0.015
435.html, 0.015
436.html, 0.019
437.html, 0.017
182.html, 0.427
235.html, 0.101
281.html, 0.149
287.html, 0.085
298.html, 0.074
304.html, 0.090
323.html, 0.082
361.html, 0.044
403.html, 0.104
405.html, 0.104
407.html, 0.103
434.html, 0.036
435.html, 0.037
367.html, 0.327
326.html, 0.339
433.html, 0.020
437.html, 0.029
050.html, 10.089
050.html, 4.324
368.html, 0.279
022.html, 0.965
375.html, 0.512
349.html, 0.969
361.html, 0.245
338.html, 0.221
394.html, 0.532
352.html, 0.339
043.html, 0.100
189.html, 0.454
163.html, 3.353
147.html, 1.120
298.html, 0.202
307.html, 0.269
287.html, 0.465
308.html, 1.495
325.html, 0.461
329.html, 1.649
361.html, 0.245
352.html, 0.113
355.html, 0.082
375.html, 0.085
343.html, 0.322
364.html, 0.097
368.html, 0.140
368.html, 0.279
348.html, 0.255
345.html, 0.259
361.html, 0.245
341.html, 0.266
341.html, 0.266
373.html, 0.243
345.html, 0.259
319.html, 1.133
433.html, 0.020
434.html, 0.024
433.html, 0.061
354.html, 0.255
330.html, 0.998
344.html, 0.125
361.html, 0.245
361.html, 0.245
369.html, 0.239
369.html, 0.239
349.html, 0.485
354.html, 0.255
375.html, 0.256
375.html, 0.512
346.html, 0.057
347.html, 0.069
351.html, 0.049
359.html, 0.060
342.html, 0.082
358.html, 0.086
369.html, 0.080
338.html, 0.044
345.html, 0.104
346.html, 0.046
351.html, 0.039
360.html, 0.095
338.html, 0.044
346.html, 0.046
357.html, 0.116
365.html, 0.046
372.html, 0.054
357.html, 0.581
357.html, 0.581
343.html, 0.161
362.html, 0.155
340.html, 0.259
342.html, 0.035
343.html, 0.046
345.html, 0.037
349.html, 0.069
351.html, 0.028
360.html, 0.034
370.html, 0.032
365.html, 0.229
343.html, 0.322
375.html, 0.256
338.html, 0.020
343.html, 0.059
344.html, 0.045
348.html, 0.023
351.html, 0.018
352.html, 0.031
360.html, 0.021
368.html, 0.051
369.html, 0.022
370.html, 0.020
377.html, 0.023
370.html, 0.149
372.html, 0.090
375.html, 0.171
352.html, 0.339
343.html, 0.322
358.html, 0.258
346.html, 0.228
358.html, 0.074
360.html, 0.034
364.html, 0.028
365.html, 0.033
371.html, 0.045
372.html, 0.039
375.html, 0.037
346.html, 0.033
352.html, 0.048
357.html, 0.083
362.html, 0.044
364.html, 0.028
367.html, 0.047
368.html, 0.040
337.html, 0.115
346.html, 0.057
355.html, 0.062
361.html, 0.122
339.html, 0.020
342.html, 0.057
347.html, 0.021
349.html, 0.037
351.html, 0.030
353.html, 0.024
357.html, 0.045
359.html, 0.019
365.html, 0.053
370.html, 0.017
372.html, 0.021
375.html, 0.020
377.html, 0.019
351.html, 0.098
377.html, 0.127
359.html, 0.121
360.html, 0.118
342.html, 0.123
352.html, 0.169
351.html, 0.066
360.html, 0.079
369.html, 0.080
344.html, 0.250
371.html, 0.623
371.html, 0.312
371.html, 0.623
371.html, 0.312
354.html, 0.128
371.html, 0.312
371.html, 0.312
354.html, 0.255
354.html, 0.255
354.html, 0.128
371.html, 0.156
354.html, 0.255
393.html, 0.139
433.html, 0.010
434.html, 0.012
435.html, 0.012
436.html, 0.016
437.html, 0.014
034.html, 0.169
089.html, 0.655
181.html, 0.164
313.html, 0.428
434.html, 0.009
435.html, 0.009
436.html, 0.012
437.html, 0.011
363.html, 0.555
434.html, 0.073
343.html, 0.322
374.html, 0.353
346.html, 0.076
356.html, 0.207
373.html, 0.081
374.html, 0.353
369.html, 0.239
351.html, 0.197
372.html, 0.271
344.html, 0.125
374.html, 0.529
356.html, 0.620
344.html, 0.250
338.html, 0.028
343.html, 0.081
351.html, 0.025
360.html, 0.030
362.html, 0.039
365.html, 0.057
372.html, 0.136
376.html, 0.030
339.html, 0.211
345.html, 0.052
358.html, 0.052
365.html, 0.046
371.html, 0.062
342.html, 0.246
346.html, 0.228
360.html, 0.236
339.html, 0.263
345.html, 0.052
346.html, 0.046
360.html, 0.047
365.html, 0.046
369.html, 0.048
339.html, 0.263
349.html, 0.242
361.html, 0.367
358.html, 0.129
359.html, 0.121
365.html, 0.229
358.html, 0.258
120.html, 3.144
433.html, 0.015
434.html, 0.018
435.html, 0.018
433.html, 0.025
434.html, 0.029
435.html, 0.015
436.html, 0.056
437.html, 0.052
433.html, 0.086
434.html, 0.116
435.html, 0.088
436.html, 0.112
437.html, 0.138
433.html, 0.061
206.html, 5.849
341.html, 0.067
353.html, 0.078
369.html, 0.119
373.html, 0.061
407.html, 0.190
410.html, 0.192
412.html, 0.193
414.html, 0.191
416.html, 0.191
418.html, 0.191
360.html, 0.118
370.html, 0.112
344.html, 0.250
369.html, 0.239
369.html, 0.716
341.html, 0.067
347.html, 0.069
352.html, 0.085
353.html, 0.078
363.html, 0.278
368.html, 0.279
348.html, 0.255
346.html, 0.057
355.html, 0.062
361.html, 0.061
363.html, 0.069
346.html, 0.114
355.html, 0.124
348.html, 0.255
344.html, 0.250
344.html, 0.250
368.html, 0.140
361.html, 0.978
361.html, 0.245
348.html, 0.127
361.html, 0.122
299.html, 0.875
363.html, 0.555
351.html, 0.197
281.html, 0.822
005.html, 0.613
181.html, 0.437
199.html, 3.376
007.html, 0.207
429.html, 0.388
431.html, 0.383
152.html, 0.405
199.html, 2.532
209.html, 0.791
272.html, 0.253
363.html, 0.416
373.html, 0.122
340.html, 0.259
361.html, 0.245
369.html, 0.239
354.html, 0.255
008.html, 4.451
342.html, 0.246
347.html, 0.276
355.html, 0.247
433.html, 0.020
436.html, 0.031
437.html, 0.029
368.html, 0.558
363.html, 0.278
353.html, 0.314
337.html, 0.461
342.html, 0.246
354.html, 0.128
369.html, 0.119
361.html, 0.082
372.html, 0.090
376.html, 0.081
290.html, 1.421
433.html, 0.012
434.html, 0.015
435.html, 0.015
436.html, 0.019
437.html, 0.017
433.html, 0.012
434.html, 0.015
435.html, 0.015
436.html, 0.019
437.html, 0.017
437.html, 0.086
367.html, 0.327
336.html, 2.197
341.html, 0.266
343.html, 0.322
269.html, 0.181
312.html, 1.006
333.html, 0.113
394.html, 0.266
379.html, 3.619
276.html, 1.206
073.html, 11.976
388.html, 0.990
337.html, 0.066
345.html, 0.037
346.html, 0.065
349.html, 0.069
358.html, 0.037
364.html, 0.028
365.html, 0.033
346.html, 0.228
366.html, 0.657
374.html, 0.176
365.html, 0.229
343.html, 0.161
375.html, 0.256
373.html, 0.243
354.html, 0.255
360.html, 0.236
338.html, 0.111
343.html, 0.161
339.html, 0.088
349.html, 0.162
360.html, 0.079
344.html, 0.125
369.html, 0.119
354.html, 0.128
373.html, 0.122
001.html, 0.075
398.html, 0.079
401.html, 0.077
403.html, 0.076
405.html, 0.077
407.html, 0.076
410.html, 0.077
412.html, 0.077
414.html, 0.077
416.html, 0.076
418.html, 0.076
421.html, 0.075
425.html, 0.076
429.html, 0.078
431.html, 0.077
376.html, 0.243
351.html, 0.197
359.html, 0.242
343.html, 0.322
370.html, 0.224
373.html, 0.243
361.html, 0.245
109.html, 4.931
361.html, 0.245
351.html, 0.197
359.html, 0.242
355.html, 0.247
370.html, 0.224
340.html, 0.259
337.html, 0.461
347.html, 0.092
365.html, 0.076
370.html, 0.075
340.html, 0.259
336.html, 1.098
351.html, 0.197
354.html, 0.255
354.html, 0.255
373.html, 0.243
354.html, 0.128
373.html, 0.365
354.html, 0.255
433.html, 0.061
434.html, 0.073
040.html, 6.575
434.html, 0.073
434.html, 0.024
435.html, 0.024
436.html, 0.031
435.html, 0.073
433.html, 0.031
434.html, 0.036
434.html, 0.073
147.html, 1.120
437.html, 0.086
372.html, 0.271
433.html, 0.020
434.html, 0.024
435.html, 0.024
433.html, 0.025
434.html, 0.029
435.html, 0.015
436.html, 0.019
437.html, 0.017
433.html, 0.020
434.html, 0.024
435.html, 0.024
433.html, 0.025
434.html, 0.015
435.html, 0.015
436.html, 0.019
437.html, 0.017
433.html, 0.025
434.html, 0.015
435.html, 0.015
436.html, 0.019
437.html, 0.035
433.html, 0.074
434.html, 0.087
435.html, 0.103
